Name,Metro/Rural,Metro Pole,Total Population,Commuter %,Total Commuters,Solo Commuter %,Solo Commuters,Carpooler %,Carpoolers,Public Transit %,Public Transit,Walking %,Walking,Other Transit %,Other Transit,Latitude,Longitude
"Livingston County, Missouri",Rural,,15057.0,43.640831506940295,6571.0,80.23131943387612,5272.0,7.74615735808857,509.0,0.3804595951909907,25.0,3.545883427180033,233.0,1.2022523208035307,79.0,39.846407299999996,-93.5003454
"McDonald County, Missouri",Rural,,22720.0,39.973591549295776,9082.0,78.96939000220216,7172.0,14.765470160757545,1341.0,0.20920502092050208,19.0,0.9799603611539308,89.0,1.7397049108125964,158.0,36.617812,-94.315422
"Macon County, Missouri",Rural,,15399.0,41.359828560296116,6369.0,79.30601350290469,5051.0,11.367561626628985,724.0,1.1775788977861517,75.0,2.87329251059821,183.0,1.63290940493013,104.0,39.871344,-92.539603
"Madison County, Missouri",Rural,,12403.0,40.51439167943239,5025.0,84.49751243781094,4246.0,9.213930348258707,463.0,0.03980099502487562,2.0,1.1940298507462688,60.0,1.890547263681592,95.0,37.5528602,-90.3748354
"Maries County, Missouri",Rural,,8987.0,39.913207967063535,3587.0,70.030666294954,2512.0,16.336771675494845,586.0,0.16727069974909395,6.0,3.1502648452746027,113.0,2.0072483969891275,72.0,38.1738674,-91.949021
"Marion County, Missouri",Rural,,28858.0,45.297664425809145,13072.0,83.62913096695226,10932.0,6.938494492044063,907.0,0.36719706242350064,48.0,3.1670746634026927,414.0,1.4764381884944922,193.0,39.8464028,-91.637215
"Mercer County, Missouri",Rural,,3702.0,42.76066990815775,1583.0,74.35249526216046,1177.0,7.138344914718889,113.0,1.010739102969046,16.0,6.8224889450410595,108.0,1.0739102969046117,17.0,40.49554929999999,-93.6623239
"Miller County, Missouri",Rural,,25011.0,42.76918156011355,10697.0,74.22641862204357,7940.0,17.73394409647565,1897.0,0.03739366177432925,4.0,1.9818640740394504,212.0,1.916425165934374,205.0,38.2081417,-92.3813621
"Mississippi County, Missouri",Rural,,14112.0,34.807256235827666,4912.0,77.25977198697069,3795.0,15.594462540716613,766.0,0.30537459283387625,15.0,3.2573289902280136,160.0,0.6514657980456027,32.0,36.8661576,-89.3226954
"Moniteau County, Missouri",Rural,,15840.0,42.41161616161616,6718.0,79.36885977969634,5332.0,12.74188746650789,856.0,0.3870199464126228,26.0,1.9053289669544509,128.0,2.5751711818993748,173.0,38.5827118,-92.57924820000001
"Monroe County, Missouri",Rural,,8642.0,44.22587364036103,3822.0,78.283621140764,2992.0,12.140240711669282,464.0,0.0,0.0,2.250130821559393,86.0,1.9623233908948197,75.0,39.5508815,-92.0665197
"Montgomery County, Missouri",Rural,,11820.0,42.01353637901861,4966.0,82.21908981071284,4083.0,9.625453080950463,478.0,0.6242448650825614,31.0,2.83930728956907,141.0,0.8256141763995167,41.0,38.9365599,-91.48214820000001
"Morgan County, Missouri",Rural,,20182.0,34.491130710534144,6961.0,68.71139204137336,4783.0,15.90288751616147,1107.0,0.02873150409423933,2.0,4.941818704209165,344.0,5.142939232868841,358.0,38.3661344,-92.8577105
"New Madrid County, Missouri",Rural,,18229.0,37.63782983158704,6861.0,83.9819268328232,5762.0,8.526453869698294,585.0,0.2769275615799446,19.0,2.9733275032794046,204.0,0.5975805276198805,41.0,36.5227538,-89.77553379999998
"Newton County, Missouri",Rural,,58741.0,44.06632505405083,25885.0,82.3449874444659,21315.0,10.797759320069536,2795.0,0.09658103148541626,25.0,1.3366814757581609,346.0,1.4332625072435774,371.0,36.9618494,-94.315422
"Nodaway County, Missouri",Rural,,23026.0,48.306262485885526,11123.0,76.2024633642003,8476.0,12.424705565045402,1382.0,0.1977883664479008,22.0,5.879708711678504,654.0,1.905960622134316,212.0,40.2907281,-94.8105955
"Oregon County, Missouri",Rural,,10922.0,36.08313495696759,3941.0,81.34991119005328,3206.0,8.500380614057343,335.0,1.8269474752600865,72.0,1.8269474752600865,72.0,2.3090586145648317,91.0,36.687008899999995,-91.443469
"Osage County, Missouri",Rural,,13704.0,48.759486281377704,6682.0,78.71894642322657,5260.0,16.102963184675247,1076.0,0.074827895839569,5.0,1.526489075127207,102.0,1.0176593834181382,68.0,38.3853377,-91.9099238
"Ozark County, Missouri",Rural,,9450.0,32.24338624338625,3047.0,79.4880210042665,2422.0,13.652773219560226,416.0,0.1969149983590417,6.0,1.608139153265507,49.0,0.6563833278634723,20.0,36.6720061,-92.3813621
"Pemiscot County, Missouri",Rural,,17599.0,36.12705267344736,6358.0,86.74111355772256,5515.0,7.816923560868197,497.0,0.3932054105064486,25.0,2.7052532242843657,172.0,0.7234979553318653,46.0,36.2195399,-89.81303559999998
"Perry County, Missouri",Rural,,19152.0,48.062865497076025,9205.0,83.61759913090711,7697.0,11.385116784356327,1048.0,0.27159152634437805,25.0,0.8256382400869092,76.0,0.4236827810972297,39.0,37.723555,-89.77553379999998
"Pettis County, Missouri",Rural,,42193.0,43.89590690398881,18521.0,82.91128988715512,15356.0,9.783489012472328,1812.0,0.620916797149182,115.0,1.8951460504292423,351.0,0.5021327142162949,93.0,38.6893153,-93.3388917
"Phelps County, Missouri",Rural,,44833.0,41.71480828853746,18702.0,79.2375147043097,14819.0,10.651267244145009,1992.0,0.6362955833600684,119.0,4.1225537375681744,771.0,2.245749117741418,420.0,37.8806538,-91.75388170000001
"Pike County, Missouri",Rural,,18475.0,40.194857916102855,7426.0,80.85106382978722,6004.0,8.36251009964988,621.0,0.1750605978992728,13.0,2.8413681659035817,211.0,1.6563425801238891,123.0,39.3964742,-91.2891036
"Platte County, Missouri",Metro,Kansas City,94970.0,53.1767926713699,50502.0,84.25606906657163,42551.0,8.556096788246009,4321.0,0.8514514276662309,430.0,1.0989663775692051,555.0,0.5979961189655855,302.0,39.34756489999999,-94.76915859999998
"Polk County, Missouri",Metro,Springfield,31113.0,42.26850512647447,13151.0,78.48832788381111,10322.0,10.57714242262946,1391.0,0.12166375180594632,16.0,3.125237624515246,411.0,1.0189339213748003,134.0,37.6766686,-93.3388917
"Pulaski County, Missouri",Rural,,53302.0,52.92484334546546,28210.0,55.831265508684865,15750.0,7.883729174051754,2224.0,0.41120170152428215,116.0,1.30450194966324,368.0,1.066997518610422,301.0,37.8727481,-92.2236667
"Putnam County, Missouri",Rural,,4877.0,43.81792085298339,2137.0,77.91296209639683,1665.0,12.540945250350962,268.0,0.0,0.0,2.2461394478240524,48.0,0.5147402901263454,11.0,40.474490100000004,-92.9775558
"Ralls County, Missouri",Rural,,10225.0,46.85574572127139,4791.0,83.51074932164475,4001.0,8.077645585472762,387.0,0.06261740763932372,3.0,1.5863076601962012,76.0,0.4383218534752661,21.0,39.558235100000005,-91.5983959
"Randolph County, Missouri",Rural,,25081.0,38.11251544994219,9559.0,83.07354325766295,7941.0,10.199811695784078,975.0,0.08369076263207448,8.0,1.97719426718276,189.0,0.7950622450047076,76.0,39.4182626,-92.4999918
"Ray County, Missouri",Metro,Kansas City,22921.0,42.99986911565813,9856.0,84.45616883116884,8324.0,11.61728896103896,1145.0,0.4261363636363636,42.0,0.7508116883116883,74.0,0.4768668831168831,47.0,39.3354791,-93.9878427
"Reynolds County, Missouri",Rural,,6530.0,36.63093415007657,2392.0,74.49832775919731,1782.0,15.09197324414716,361.0,0.4180602006688963,10.0,3.804347826086957,91.0,2.3829431438127093,57.0,37.378663,-90.9820668
"Ripley County, Missouri",Rural,,13936.0,37.033582089552226,5161.0,78.29877930633599,4041.0,13.427630304204609,693.0,0.0,0.0,3.0032939352838595,155.0,1.8988568106956016,98.0,36.69284520000001,-90.8294002
"St. Charles County, Missouri",Metro,St. Louis,379856.0,52.74340802830547,200349.0,86.37727166095164,173056.0,6.081887106998288,12185.0,0.18367947930860648,368.0,0.8604984302392326,1724.0,0.9218912996820549,1847.0,38.7338885,-90.8294002
"St. Clair County, Missouri",Rural,,9444.0,34.423972892842016,3251.0,76.62257766840972,2491.0,8.028298984927714,261.0,0.27683789603199016,9.0,4.060289141802522,132.0,2.8914180252230084,94.0,38.001146000000006,-93.82482409999999
"Ste. Genevieve County, Missouri",Rural,,17937.0,46.0890895913475,8267.0,79.78710535865491,6596.0,14.63650659247611,1210.0,0.18144429660094352,15.0,0.6411031813233338,53.0,0.6531994677633967,54.0,37.8934532,-90.2244662
"St. Francois County, Missouri",Rural,,66230.0,38.94760682470179,25795.0,83.32622601279319,21494.0,13.335917813529756,3440.0,0.062027524714091876,16.0,1.143632486916069,295.0,0.8645086257026556,223.0,37.7652755,-90.4879916
"St. Louis County, Missouri",Metro,St. Louis,1000560.0,48.5827936355641,486100.0,83.25200576013168,404688.0,6.693684427072617,32538.0,2.6360831104710964,12814.0,1.4632791606665296,7113.0,1.1261057395597611,5474.0,38.6103023,-90.4125181
"Saline County, Missouri",Rural,,23214.0,45.31748083053329,10520.0,79.80988593155894,8396.0,12.69961977186312,1336.0,0.6939163498098859,73.0,2.7851711026615966,293.0,1.5589353612167298,164.0,39.194356400000004,-93.1779659
"Schuyler County, Missouri",Rural,,4396.0,42.584167424931756,1872.0,81.08974358974359,1518.0,10.096153846153848,189.0,0.0,0.0,1.7094017094017095,32.0,1.5491452991452992,29.0,40.4857709,-92.4999918
"Scotland County, Missouri",Rural,,4893.0,44.32863274064991,2169.0,65.19133241124942,1414.0,14.200092208390965,308.0,0.0,0.0,1.0603964960811434,23.0,2.2130013831258646,48.0,40.492146500000004,-92.1843285
"Scott County, Missouri",Rural,,38994.0,43.75032056213776,17060.0,81.69402110199294,13937.0,12.520515826494725,2136.0,0.22274325908558032,38.0,1.0316529894490036,176.0,0.7737397420867527,132.0,37.0394443,-89.62516459999998
"Shannon County, Missouri",Rural,,8256.0,37.66957364341085,3110.0,80.0,2488.0,10.418006430868166,324.0,0.8360128617363344,26.0,2.0257234726688105,63.0,2.090032154340836,65.0,37.2028249,-91.443469
"Shelby County, Missouri",Rural,,6148.0,47.16981132075472,2900.0,79.65517241379311,2310.0,8.03448275862069,233.0,0.2413793103448276,7.0,5.724137931034483,166.0,0.5517241379310345,16.0,39.838871600000004,-92.10575490000001
"Stoddard County, Missouri",Rural,,29788.0,40.23432254599168,11985.0,83.0287859824781,9951.0,10.204422194409679,1223.0,0.4171881518564873,50.0,1.8690029203170633,224.0,1.576971214017522,189.0,36.86805579999999,-89.9253233
"Stone County, Missouri",Rural,,31197.0,38.513318588325795,12015.0,76.36287973366626,9175.0,14.59009571369122,1753.0,0.016645859342488557,2.0,2.2222222222222223,267.0,0.4327923429047025,52.0,36.77488820000001,-93.45993259999999
"Sullivan County, Missouri",Rural,,6416.0,42.45635910224439,2724.0,72.68722466960352,1980.0,18.53891336270191,505.0,0.11013215859030838,3.0,2.386196769456681,65.0,0.8443465491923642,23.0,40.1836505,-93.1779659
"Taney County, Missouri",Rural,,53853.0,43.18979444042115,23259.0,75.29988391590351,17514.0,15.774538888172321,3669.0,0.7094028118147814,165.0,2.9193000558923434,679.0,1.0748527451739112,250.0,36.657637799999996,-93.0175712
"Texas County, Missouri",Rural,,25690.0,34.04437524328532,8746.0,79.37342785273269,6942.0,15.641436085067461,1368.0,0.22867596615595695,20.0,1.7379373427852731,152.0,0.4916533272353076,43.0,37.3673645,-91.9099238
"Vernon County, Missouri",Rural,,20836.0,43.50643117680937,9065.0,76.66850523993382,6950.0,10.99834528405957,997.0,0.26475455046883617,24.0,4.004412575841148,363.0,1.9084390512961942,173.0,37.8148489,-94.315422
"Warren County, Missouri",Metro,St. Louis,33290.0,43.274256533493535,14406.0,83.81230043037624,12074.0,10.460919061502153,1507.0,0.09024017770373456,13.0,1.3674857698181313,197.0,0.6108565875329723,88.0,38.731328399999995,-91.135302
"Washington County, Missouri",Rural,,25002.0,35.185185185185176,8797.0,83.02830510401273,7304.0,11.538024326474936,1015.0,0.5797430942366716,51.0,1.079913606911447,95.0,0.7957258156189609,70.0,37.890756599999996,-90.8294002
"Wayne County, Missouri",Rural,,13341.0,34.04542388126827,4542.0,78.04931748128577,3545.0,15.0814619110524,685.0,0.8586525759577279,39.0,0.946719506825187,43.0,0.6825187142228093,31.0,37.0388739,-90.5257823
"Webster County, Missouri",Metro,Springfield,37075.0,39.010114632501676,14463.0,81.06893452257485,11725.0,12.7912604577197,1850.0,0.4148516905206389,60.0,2.088086842287216,302.0,1.3620963838760975,197.0,37.3483339,-92.8577105
"Worth County, Missouri",Rural,,2061.0,47.064531780688974,970.0,71.95876288659794,698.0,15.56701030927835,151.0,0.2061855670103093,2.0,7.0103092783505145,68.0,0.30927835051546393,3.0,40.473060499999995,-94.315422
"Wright County, Missouri",Rural,,18378.0,35.335727500272064,6494.0,73.97597782568525,4804.0,12.965814598090544,842.0,0.0,0.0,4.927625500461964,320.0,2.2636279642747152,147.0,37.355565399999996,-92.539603
"St. Louis city, Missouri",Metro,St. Louis,316030.0,46.42818719741796,146727.0,71.60849741356397,105069.0,8.650759573902555,12693.0,9.833909232792877,14429.0,4.312089799423419,6327.0,2.0105365747272144,2950.0,38.6270025,-90.1994042
